

Generation: 0

| chromosome                                                                                                                                                                                                                                            | train   | val   |     fitness |   id | parents      |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082558294146805e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  185 | (177, 177) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.829683794837847e-13, -2.533800015861231e-13, 3.143125514138234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 3.0002562560850038e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  183 | (176, 174) | 4.17078e+10 | 1.40995e+11 | 9.13515e+10 |
| [0.0, -7.736763937397585e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.857109896124908e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.497090879349847e-10]  |  181 | (164, 171) | 7.701e+11   | 7.34535e+11 | 7.52318e+11 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1736438971117914e-11, 5.401516380721209e-11, -1.5445100932036603e-15, 1.0108513772975943e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0259287215679513e-09] |  184 | (177, 172) | 6.14593e+11 | 2.21486e+12 | 1.41472e+12 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5445100932036603e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.140619795404229e-10]  |  179 | (172, 164) | 2.61668e+12 | 3.4337e+12  | 3.02519e+12 |

Generation: 23

| chromosome                                                                                                                                                                                                                                           |   id | parents    |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  174 | (162, 132) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  191 | (171, 180) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.867727923454238e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  171 | (162, 165) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.4122722961169904e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  192 | (171, 171) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  189 | (178, 185) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  190 | (174, 180) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.838413988162017e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0099445600744515e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  193 | (182, 174) | 3.20261e+10 | 1.53505e+11 | 9.27654e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0108513772975943e-15, 3.035660510140086e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  186 | (180, 171) | 2.97145e+10 | 1.81979e+11 | 1.05847e+11 |
| [0.0, -7.832274272479889e-13, -2.5850088203303733e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0086104810417574e-15, 2.9582966279828872e-05, -2.078705673747984e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  187 | (171, 174) | 5.8568e+11  | 5.56721e+11 | 5.712e+11   |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.867727923454238e-11, -1.6148190286051682e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.38781491043899e-10]  |  188 | (180, 171) | 1.28309e+12 | 1.4012e+12  | 1.34214e+12 |

Generation: 24

| chromosome                                                                                                                                                                                                                                            |   id | parents    |       train |         val |     fitness |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  174 | (162, 132) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  194 | (174, 190) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.5701017896161348e-15, 1.0135936017730459e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  191 | (171, 180) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.4122722961169904e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  197 | (192, 171) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.4122722961169904e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  200 | (192, 171) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  198 | (189, 190) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  199 | (190, 190) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.926050519843248e-10]   |  196 | (174, 191) | 2.83067e+10 | 3.64356e+11 | 1.96331e+11 |
| [0.0, -7.784555397491264e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0053325029178173e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.542869790695327e-10]  |  195 | (190, 192) | 6.10631e+11 | 5.39417e+11 | 5.75024e+11 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 1.0574610190661437e-09] |  201 | (171, 174) | 2.02156e+12 | 5.49883e+12 | 3.76019e+12 |

Generation: 25

| chromosome                                                                                                                                                                                                                                           |   id | parents    |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  174 | (162, 132) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  194 | (174, 190) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.797228137343983e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.5701017896161348e-15, 1.0135936017730459e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  208 | (191, 198) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  204 | (200, 194) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.832274272479889e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  209 | (197, 198) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  203 | (198, 174) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.797228137343983e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.4122722961169904e-11, -1.5366036733140452e-15, 1.0135936017730459e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  202 | (191, 200) | 3.97711e+10 | 1.40905e+11 | 9.03381e+10 |
| [0.0, -7.784555397491264e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.482837560666984e-15, 1.0135936017730459e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  206 | (194, 191) | 3.20261e+10 | 1.53505e+11 | 9.27654e+10 |
| [0.0, -7.832274272479889e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.664963580830148e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  205 | (198, 174) | 6.6832e+10  | 1.19546e+11 | 9.31893e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.011004395632673e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  207 | (194, 174) | 2.57676e+10 | 1.67382e+11 | 9.6575e+10  |

Generation: 26

| chromosome                                                                                                                                                                                                                                           |   id | parents    |       train |         val |     fitness |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.477795372397499e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  174 | (162, 132) | 4.71124e+10 | 1.27147e+11 | 8.71297e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0069560653482902e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  212 | (194, 203) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0082796140032728e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  216 | (174, 174) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0080633354240678e-15, 2.9582966279828872e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  194 | (174, 190) | 4.80661e+10 | 1.26324e+11 | 8.71953e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0105128066492346e-15, 2.9734103795139256e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  217 | (194, 194) | 3.99067e+10 | 1.3644e+11  | 8.81732e+10 |
| [0.0, -7.797228137343983e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  210 | (208, 209) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0069560653482902e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10] |  215 | (194, 203) | 4.56682e+10 | 1.34146e+11 | 8.99069e+10 |
| [0.0, -7.784555397491264e-13, -2.533800015861231e-13, 3.1725227898367234e-11, 5.401516380721209e-11, -1.6294089328076565e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  213 | (209, 204) | 5.81266e+10 | 1.24232e+11 | 9.11791e+10 |
| [0.0, -7.784555397491264e-13, -2.572590106010676e-13, 3.1725227898367234e-11, 5.948782577885924e-11, -1.482837560666984e-15, 1.0135936017730459e-15, 2.992238523262888e-05, -2.0202088064864084e-06, -1.945596727696083e-08, 9.82789572938636e-10]   |  211 | (208, 174) | 3.20261e+10 | 1.53505e+11 | 9.27654e+10 |
| [0.0, -7.881612690791312e-13, -2.572590106010676e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.5701017896161348e-15, 1.0082796140032728e-15, 2.992238523262888e-05, -2.0683114471410283e-06, -1.945596727696083e-08, 9.82789572938636e-10]  |  214 | (204, 203) | 3.7724e+11  | 3.08172e+11 | 3.42706e+11 |

Generation: 27

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -7.784555397491264e-13, -2.5553813499770163e-13, 3.2266788461413704e-11, 5.401516380721209e-11, -1.482837560666984e-15, 1.0069560653482902e-15, 2.91191126773738e-05, -2.0202088064864084e-06, -1.963375294505995e-08, 9.82789572938636e-10]     |  224 | (212, 212) | 1.28815e+11 | 1.25867e+11 | 1.27341e+11 |
